sp;long;lat
Didelphis_albiventris;-41.26138889;-12.80166667
Didelphis_albiventris;-38.3972222;-12.5980556
Didelphis_aurita;-51.4956;-29.3769
Didelphis_aurita;-48.91666667;-25.75
Didelphis_aurita;-54.4616667;-25.6277778
Didelphis_aurita;-49.3142;-25.19
Didelphis_aurita;-48.833333;-24.2166667
Didelphis_aurita;-45.9;-23.65
Didelphis_aurita;-51.25;-23.45
Didelphis_aurita;-47.6280556;-23.4352778
Didelphis_aurita;-41.71917;-21.425
Didelphis_aurita;-42.8622;-21.3153
Didelphis_aurita;-42.3664;-21.1306
Didelphis_aurita;-41.67083;-20.95806
Didelphis_aurita;-40.511;-20.658
Didelphis_aurita;-41.1847;-20.6036
Didelphis_aurita;-41.83444;-20.518861
Didelphis_aurita;-40.43861111;-20.38888889
Didelphis_aurita;-40.46138889;-20.38888889
Didelphis_aurita;-40.46833333;-20.37916667
Didelphis_aurita;-40.465;-20.37916667
Didelphis_aurita;-40.44166667;-20.37694444
Didelphis_aurita;-40.45833333;-20.37694444
Didelphis_aurita;-40.33;-20.3
Didelphis_aurita;-40.51138889;-20.28111111
Didelphis_aurita;-40.52194444;-20.28111111
Didelphis_aurita;-40.42;-20.263889
Didelphis_aurita;-40.23333;-20.23333
Didelphis_aurita;-40.61173;-20.14206
Didelphis_aurita;-40.3078;-20.1286
Didelphis_aurita;-43.8467;-19.9856
Didelphis_aurita;-40.54;-19.96944444
Didelphis_aurita;-40.52666667;-19.96944444
Didelphis_aurita;-40.53972222;-19.965
Didelphis_aurita;-40.53944;-19.965
Didelphis_aurita;-40.53944444;-19.965
Didelphis_aurita;-40.54;-19.965
Didelphis_aurita;-40.52694444;-19.965
Didelphis_aurita;-40.52722222;-19.965
Didelphis_aurita;-43.4153;-19.9594
Didelphis_aurita;-40.50833333;-19.95277778
Didelphis_aurita;-40.525;-19.95277778
Didelphis_aurita;-40.600278;-19.935556
Didelphis_aurita;-40.516667;-19.933333
Didelphis_aurita;-43.6697;-19.88
Didelphis_aurita;-40.88333333;-19.86666667
Didelphis_aurita;-42.65;-19.7166667
Didelphis_aurita;-42.65;-19.71666667
Didelphis_aurita;-39.81984;-19.60734
Didelphis_aurita;-40.14725;-19.5556
Didelphis_aurita;-40.14527;-19.5555
Didelphis_aurita;-40.72222;-19.391111
Didelphis_aurita;-40.722;-19.3911
Didelphis_aurita;-43.425;-19.372
Didelphis_aurita;-43.233;-19.2319
Didelphis_aurita;-40.8514;-19.225
Didelphis_aurita;-40.81741667;-19.21521667
Didelphis_aurita;-40.81916667;-19.21
Didelphis_aurita;-40.81923333;-19.20995
Didelphis_aurita;-40.77138889;-19.20444444
Didelphis_aurita;-40.79527778;-19.20444444
Didelphis_aurita;-40.7028;-19.15139
Didelphis_aurita;-40.71972222;-18.97972222
Didelphis_aurita;-40.74694444;-18.97972222
Didelphis_aurita;-40.72027778;-18.97777778
Didelphis_aurita;-40.74638889;-18.97777778
Didelphis_aurita;-40.77055556;-18.97333333
Didelphis_aurita;-40.76277778;-18.97333333
Didelphis_aurita;-40.82416667;-18.91611111
Didelphis_aurita;-40.80916667;-18.91611111
Didelphis_aurita;-40.80666667;-18.88972222
Didelphis_aurita;-40.82666667;-18.88972222
Didelphis_aurita;-39.732222;-18.593333
Didelphis_aurita;-40.16638;-18.36166
Didelphis_aurita;-40.12611;-18.32444
Didelphis_aurita;-39.53527778;-17.97555556
Didelphis_aurita;-39.56472222;-17.97555556
Didelphis_aurita;-39.56444444;-17.97527778
Didelphis_aurita;-39.53555556;-17.97527778
Didelphis_aurita;-39.5375;-17.97472222
Didelphis_aurita;-39.5625;-17.97472222
Didelphis_aurita;-39.255;-17.75333333
Didelphis_aurita;-39.60272;-15.2706
Didelphis_aurita;-38.6375;-12.6727778
Euryoryzomys_russatus;-47.96667;-25.13333
Euryoryzomys_russatus;-47.98595;-24.6649
Euryoryzomys_russatus;-48.4166667;-24.3333333
Euryoryzomys_russatus;-48.833333;-24.2166667
Euryoryzomys_russatus;-47.99;-23.87
Euryoryzomys_russatus;-45.35;-23.8166667
Euryoryzomys_russatus;-45.9;-23.65
Euryoryzomys_russatus;-45.1166667;-23.4166667
Euryoryzomys_russatus;-45.125;-23.35833
Euryoryzomys_russatus;-44.816667;-23.333333
Euryoryzomys_russatus;-44.9033;-21.5111
Euryoryzomys_russatus;-40.91666667;-20.63333333
Euryoryzomys_russatus;-41.184722;-20.603611
Euryoryzomys_russatus;-41.83444;-20.518861
Euryoryzomys_russatus;-40.52666667;-19.96944444
Euryoryzomys_russatus;-40.54;-19.96944444
Euryoryzomys_russatus;-40.54;-19.965
Euryoryzomys_russatus;-40.53972222;-19.965
Euryoryzomys_russatus;-40.52694444;-19.965
Euryoryzomys_russatus;-40.53944444;-19.965
Euryoryzomys_russatus;-40.533333;-19.865556
Gracilinanus_agilis;-47.6;-22.9
Gracilinanus_agilis;-48.99722;-21.72
Gracilinanus_agilis;-51.67833;-20.75111
Gracilinanus_agilis;-50.602778;-19.66556
Gracilinanus_agilis;-57.177778;-19.5763889
Gracilinanus_agilis;-47.70805556;-19.17083333
Gracilinanus_agilis;-47.7080556;-19.1708333
Gracilinanus_agilis;-47.7394444;-19.1305556
Gracilinanus_agilis;-47.73944444;-19.13055556
Gracilinanus_agilis;-47.73138889;-19.11944444
Gracilinanus_agilis;-47.7313889;-19.1194444
Gracilinanus_agilis;-43.3833333;-18.15
Gracilinanus_agilis;-42.2;-16.6
Gracilinanus_agilis;-41.2613889;-12.8016667
Gracilinanus_agilis;-41.26138889;-12.80166667
Gracilinanus_microtarsus;-48.834167;-25.476944
Gracilinanus_microtarsus;-48.4166667;-24.3333333
Gracilinanus_microtarsus;-48.34;-24
Gracilinanus_microtarsus;-47.99;-23.87
Gracilinanus_microtarsus;-45.9;-23.65
Gracilinanus_microtarsus;-47.6280556;-23.4352778
Gracilinanus_microtarsus;-45.314444;-23.257222
Gracilinanus_microtarsus;-45.275833;-23.209722
Gracilinanus_microtarsus;-44.3333333;-22.8333333
Gracilinanus_microtarsus;-44.65278;-22.575556
Gracilinanus_microtarsus;-41.366389;-21.64167
Gracilinanus_microtarsus;-41.71917;-21.425
Gracilinanus_microtarsus;-44.318056;-21.21944
Gracilinanus_microtarsus;-41.123889;-20.74167
Gracilinanus_microtarsus;-40.511;-20.658
Gracilinanus_microtarsus;-41.184722;-20.603611
Gracilinanus_microtarsus;-41.413056;-20.464167
Gracilinanus_microtarsus;-40.96666667;-20.4
Gracilinanus_microtarsus;-41.73166667;-20.39638889
Gracilinanus_microtarsus;-41.73111111;-20.39638889
Gracilinanus_microtarsus;-40.465;-20.37916667
Gracilinanus_microtarsus;-40.46833333;-20.37916667
Gracilinanus_microtarsus;-40.45833333;-20.37694444
Gracilinanus_microtarsus;-40.44166667;-20.37694444
Gracilinanus_microtarsus;-40.659167;-20.363333
Gracilinanus_microtarsus;-42.4775;-20.3011
Gracilinanus_microtarsus;-40.52194444;-20.28111111
Gracilinanus_microtarsus;-40.51138889;-20.28111111
Gracilinanus_microtarsus;-40.3078;-20.1286
Gracilinanus_microtarsus;-43.8467;-19.9856
Gracilinanus_microtarsus;-40.53944444;-19.965
Gracilinanus_microtarsus;-40.54;-19.965
Gracilinanus_microtarsus;-40.52722222;-19.965
Gracilinanus_microtarsus;-40.52694444;-19.965
Gracilinanus_microtarsus;-40.53972222;-19.965
Gracilinanus_microtarsus;-40.53944;-19.965
Gracilinanus_microtarsus;-40.50833333;-19.95277778
Gracilinanus_microtarsus;-40.525;-19.95277778
Gracilinanus_microtarsus;-40.600278;-19.935556
Gracilinanus_microtarsus;-40.369722;-19.831944
Gracilinanus_microtarsus;-40.2733;-19.8203
Gracilinanus_microtarsus;-40.273333;-19.820278
Gracilinanus_microtarsus;-42.65;-19.7166667
Gracilinanus_microtarsus;-40.11666;-19.472
Gracilinanus_microtarsus;-40.72222;-19.391111
Gracilinanus_microtarsus;-40.71944;-19.391111
Gracilinanus_microtarsus;-43.425;-19.372
Gracilinanus_microtarsus;-40.76972222;-19.2375
Gracilinanus_microtarsus;-40.79694444;-19.2375
Gracilinanus_microtarsus;-40.77138889;-19.20444444
Gracilinanus_microtarsus;-40.79527778;-19.20444444
Gracilinanus_microtarsus;-40.82;-19.19833
Gracilinanus_microtarsus;-40.978;-19.1969
Gracilinanus_microtarsus;-40.10444;-19.1194
Gracilinanus_microtarsus;-40.74694444;-18.97972222
Gracilinanus_microtarsus;-40.71972222;-18.97972222
Gracilinanus_microtarsus;-40.77055556;-18.97333333
Gracilinanus_microtarsus;-40.76277778;-18.97333333
Gracilinanus_microtarsus;-40.80916667;-18.91611111
Gracilinanus_microtarsus;-40.82416667;-18.91611111
Gracilinanus_microtarsus;-40.80666667;-18.88972222
Gracilinanus_microtarsus;-40.82666667;-18.88972222
Gracilinanus_microtarsus;-40.81388889;-18.87472222
Gracilinanus_microtarsus;-40.78611111;-18.87472222
Gracilinanus_microtarsus;-40.14166;-18.37055
Gracilinanus_microtarsus;-39.84416667;-18.35527778
Gracilinanus_microtarsus;-40.13166;-18.32444
Gracilinanus_microtarsus;-40.16472;-18.30583
Gracilinanus_microtarsus;-39.4958;-15.4192
Hylaeamys_megacephalus;-55.315;-22.3488889
Hylaeamys_megacephalus;-55.31;-22.2797222
Hylaeamys_megacephalus;-40.72222;-19.391111
Hylaeamys_megacephalus;-47.70805556;-19.17083333
Hylaeamys_megacephalus;-47.7080556;-19.1708333
Hylaeamys_megacephalus;-47.7394444;-19.1305556
Hylaeamys_megacephalus;-47.73944444;-19.13055556
Juliomys_pictipes;-48.4166667;-24.3333333
Juliomys_pictipes;-47.99;-23.87
Juliomys_pictipes;-47.6280556;-23.4352778
Juliomys_pictipes;-45.125;-23.35833
Juliomys_pictipes;-46.87;-23.35
Juliomys_pictipes;-45.314444;-23.257222
Juliomys_pictipes;-45.315556;-23.257222
Juliomys_pictipes;-46.933128;-23.237719
Juliomys_pictipes;-45.31;-23.22
Juliomys_pictipes;-45.2775;-23.208333
Juliomys_pictipes;-46.88;-23.18
Juliomys_pictipes;-44.69444;-22.5825
Juliomys_pictipes;-41.845278;-20.688889
Juliomys_pictipes;-40.51138889;-20.28111111
Juliomys_pictipes;-40.52194444;-20.28111111
Juliomys_rimofrons;-48.4166667;-24.3333333
Juliomys_rimofrons;-47.99;-23.87
Juliomys_rimofrons;-47.6280556;-23.4352778
Juliomys_rimofrons;-45.125;-23.35833
Juliomys_rimofrons;-46.87;-23.35
Juliomys_rimofrons;-45.314444;-23.257222
Juliomys_rimofrons;-45.315556;-23.257222
Juliomys_rimofrons;-46.933128;-23.237719
Juliomys_rimofrons;-45.31;-23.22
Juliomys_rimofrons;-45.2775;-23.208333
Juliomys_rimofrons;-46.88;-23.18
Juliomys_rimofrons;-44.69444;-22.5825
Juliomys_rimofrons;-41.845278;-20.688889
Juliomys_rimofrons;-40.51138889;-20.28111111
Juliomys_rimofrons;-40.52194444;-20.28111111
Kannabateomys_amblyonyx;-48.34;-24
Kannabateomys_amblyonyx;-46.33;-23.96
Kannabateomys_amblyonyx;-46.29722;-23.41
Kannabateomys_amblyonyx;-44.569722;-22.64
Kannabateomys_amblyonyx;-42.28333333;-22.53333333
Kannabateomys_amblyonyx;-40.54;-19.965
Kannabateomys_amblyonyx;-40.6003;-19.9356
Marmosa_murina;-54.9061111;-22.2902778
Marmosa_murina;-40.60149;-20.9096
Marmosa_murina;-40.645556;-20.805833
Marmosa_murina;-41.184722;-20.603611
Marmosa_murina;-40.46138889;-20.38888889
Marmosa_murina;-40.43861111;-20.38888889
Marmosa_murina;-40.465;-20.37916667
Marmosa_murina;-40.46833333;-20.37916667
Marmosa_murina;-40.45805556;-20.37888889
Marmosa_murina;-40.45833333;-20.37694444
Marmosa_murina;-40.44166667;-20.37694444
Marmosa_murina;-40.659167;-20.363333
Marmosa_murina;-40.46055556;-20.35916667
Marmosa_murina;-40.47277778;-20.35916667
Marmosa_murina;-40.49444444;-20.34944444
Marmosa_murina;-40.50555556;-20.34944444
Marmosa_murina;-40.337778;-20.319444
Marmosa_murina;-40.33;-20.3
Marmosa_murina;-40.42;-20.263889
Marmosa_murina;-40.2385;-20.26233
Marmosa_murina;-40.24963;-20.25336
Marmosa_murina;-40.436944;-20.252778
Marmosa_murina;-40.25271;-20.24427
Marmosa_murina;-40.54;-19.965
Marmosa_murina;-40.52722222;-19.965
Marmosa_murina;-40.53944444;-19.965
Marmosa_murina;-40.600278;-19.935556
Marmosa_murina;-40.369722;-19.831944
Marmosa_murina;-40.17444444;-19.81277778
Marmosa_murina;-39.81984;-19.60734
Marmosa_murina;-39.78613;-19.55822
Marmosa_murina;-40.14527;-19.5555
Marmosa_murina;-39.938333;-19.473333
Marmosa_murina;-40.71944;-19.391111
Marmosa_murina;-40.72222;-19.391111
Marmosa_murina;-40.7028;-19.15139
Marmosa_murina;-39.95;-19.13333333
Marmosa_murina;-40.10444;-19.1194
Marmosa_murina;-40.12777;-18.99694
Marmosa_murina;-40.12833;-18.995
Marmosa_murina;-40.13333;-18.98944
Marmosa_murina;-50.634667;-18.954417
Marmosa_murina;-39.861389;-18.720833
Marmosa_murina;-39.858889;-18.716111
Marmosa_murina;-39.732222;-18.593333
Marmosa_murina;-40.14166;-18.37055
Marmosa_murina;-40.13888;-18.36916
Marmosa_murina;-40.16638;-18.36166
Marmosa_murina;-40.16611;-18.35666
Marmosa_murina;-39.8225;-18.35527778
Marmosa_murina;-40.12611;-18.32444
Marmosa_murina;-39.56472222;-17.97555556
Marmosa_murina;-39.53527778;-17.97555556
Marmosa_murina;-40.694444;-17.87888889
Marmosa_murina;-40.2638889;-17.87888889
Marmosa_murina;-39.255;-17.75333333
Marmosa_murina;-39.60272;-15.2706
Marmosa_murina;-39.7611111;-15.25166667
Marmosops_incanus;-47.99204;-24.6649
Marmosops_incanus;-48.4166667;-24.3333333
Marmosops_incanus;-47.419722;-23.71
Marmosops_incanus;-45.9;-23.65
Marmosops_incanus;-46.3525;-23.3775
Marmosops_incanus;-44.85;-22.38333333
Marmosops_incanus;-48.75;-22.16667
Marmosops_incanus;-41.366389;-21.64167
Marmosops_incanus;-44.9033;-21.5111
Marmosops_incanus;-41.71917;-21.425
Marmosops_incanus;-41.70111;-21.3333
Marmosops_incanus;-44.318056;-21.21944
Marmosops_incanus;-41.25411;-21.1311
Marmosops_incanus;-41.67083;-20.95806
Marmosops_incanus;-43.789167;-20.875
Marmosops_incanus;-40.511;-20.658
Marmosops_incanus;-40.91666667;-20.63333333
Marmosops_incanus;-41.184722;-20.603611
Marmosops_incanus;-40.8;-20.53
Marmosops_incanus;-41.838905;-20.5166683
